what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.jdt.debug.ui,3.3.1.v20080730_r341,org.eclipse.jdt.debug.ui.localJavaShortcut.run,1237761695426
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1237761697410
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237761721956
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237761727675
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237761729753
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237762067456
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237762070847
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237762075003
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237762278349
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237762279068
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237762281411
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237762295051
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237762295926
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237762329111
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237762330611
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237762331142
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237762525739
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1237762533536
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237762542988
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237762561159
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.import,1237762561206
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.import,1237762561206
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237762605297
started,bundle,org.eclipse.datatools.enablement.jdt.classpath,1.0.1.v200805152355,org.eclipse.datatools.enablement.jdt.classpath,1237762619499
started,bundle,org.eclipse.datatools.connectivity,1.1.1.v200809180120,org.eclipse.datatools.connectivity,1237762619515
